Date,oof_prediction,pred_z,abs_pred_z,y_next_log_return,target_up,target_correct,Macro_Fast,Market_State
2015-10-11,-9.0240112349543e-05,0.9860780837445022,0.9860780837445022,0.0074099724968969,1,0,0.1231303602833262,sideways_risk_off
2015-10-12,-0.000403112098942,-0.4556913217027315,0.4556913217027315,0.0007723216343136,1,0,0.1198296022904252,sideways_risk_off
2015-10-13,-9.0240112349543e-05,0.9779924914531848,0.9779924914531848,0.0121915716517716,1,0,-0.1257463023937234,sideways_risk_off
2015-10-14,-0.000403112098942,-0.461276506487875,0.461276506487875,0.0065879022047713,1,0,-0.6529140004282126,sideways_risk_off
2015-10-15,-0.0004100928604,-0.4981831433335483,0.4981831433335483,-0.0036264412502809,0,1,0.3392153348720303,sideways_risk_off
2015-10-16,-0.0006253737495361,-1.4889931679581463,1.4889931679581463,0.0,0,0,0.1314151472033989,sideways_neutral
2015-10-17,-0.0006096805796165,-1.4072314014860532,1.4072314014860532,0.0,0,0,0.0197100850321152,sideways_neutral
2015-10-18,-0.0006096805796165,-1.402651925094731,1.402651925094731,-0.0087402880568064,0,1,0.0184043091901739,sideways_neutral
2015-10-19,-0.0005100455529175,-0.9442301582792644,0.9442301582792644,0.0039977520194047,1,0,0.2692086858192866,sideways_neutral
2015-10-20,-0.0003169724820472,-0.0668840013042925,0.0668840013042925,-0.0088677457865571,0,1,0.4834877641208714,sideways_risk_off
2015-10-21,4.998221595394381e-05,1.6118522848713237,1.6118522848713237,-0.000856824678042,0,0,0.0116835023865149,sideways_risk_off
2015-10-22,-0.0006133011861145,-1.42475739298727,1.42475739298727,-0.0028326788026622,0,1,-0.2050909156649171,sideways_neutral
2015-10-23,-0.0006144746393423,-1.4314214972629968,1.4314214972629968,0.0,0,0,0.4664010120218007,sideways_neutral
2015-10-24,-0.0006128950241247,-1.4300125046518062,1.4300125046518062,0.0,0,0,0.1571152745694745,sideways_neutral
2015-10-25,-0.0006128950241247,-1.4312248472317717,1.4312248472317717,0.0031755173422854,1,0,0.1555125151159843,sideways_neutral
2015-10-26,-0.0006982207445352,-1.8243112497957483,1.8243112497957483,-0.0001713522977899,0,1,0.2267102346261159,sideways_neutral
2015-10-27,-7.073436399820022e-05,1.056622273307264,1.056622273307264,0.0087887650405769,1,0,-0.0439241631012235,sideways_risk_off
2015-10-28,-0.0007097534741122,-1.8809987902566323,1.8809987902566323,-0.0257296178966795,0,1,1.212561696187004,sideways_neutral
2015-10-29,-0.0005334479649166,-1.0645335171463406,1.0645335171463406,-0.004980961162813,0,1,0.6816427993826836,sideways_neutral
2015-10-30,-0.0006367035981136,-1.5301914114492972,1.5301914114492972,0.0,0,0,0.2158180000462778,sideways_neutral
2015-10-31,-0.0006374708893516,-1.5196625189251864,1.5196625189251864,0.0,0,0,0.3952597281005054,sideways_neutral
2015-11-01,-0.0006374708893516,-1.5057346996914578,1.5057346996914578,-0.0050058953851208,0,1,0.3916331424385184,sideways_neutral
2015-11-02,-0.0006378770513414,-1.4938704438830104,1.4938704438830104,-0.019200676975757,0,1,0.6605582409511137,sideways_neutral
2015-11-03,-2.38362376909452e-05,1.287751561385997,1.287751561385997,-0.006934734117868,0,1,0.562539257018409,bear_neutral
2015-11-04,-0.0004379028154616,-0.5789665495319816,0.5789665495319816,-0.0018996577038483,0,1,1.059329113574094,bear_risk_off
2015-11-05,-8.313355264328485e-05,1.0233169514648943,1.0233169514648943,-0.0153288110958769,0,1,0.9157971037000592,bear_neutral
2015-11-06,-2.38362376909452e-05,1.2834854722039584,1.2834854722039584,0.0,0,0,1.3253859728149102,bear_neutral
2015-11-07,-9.722087380753526e-05,0.9453359401463558,0.9453359401463558,0.0,0,0,0.7785066037031525,bear_neutral
2015-11-08,-9.722087380753526e-05,0.9482619369017232,0.9482619369017232,0.0002758427965089,1,0,0.7614154488228388,bear_neutral
2015-11-09,-0.0005419257398966,-1.0492539428252663,1.0492539428252663,0.0002756555354486,1,0,0.6859307189262458,bear_risk_off
2015-11-10,5.621538630457654e-05,1.6382603645160545,1.6382603645160545,-0.0032215041509465,0,0,0.6322263587391358,bear_neutral
2015-11-11,-0.0003075250518805,0.0050426227989871,0.0050426227989871,-0.0036018528896144,0,1,0.6787352771929505,bear_risk_off
2015-11-12,-0.0003075250518805,0.009262355204099,0.009262355204099,0.0,0,0,0.8960306646815108,bear_risk_off
2015-11-13,-0.0003071188898907,0.0151003580109817,0.0151003580109817,0.0,0,0,0.3394488162396624,bear_risk_off
2015-11-14,-0.0003071188898907,0.0202120450076652,0.0202120450076652,0.0,0,0,0.6215349174698468,bear_risk_off
2015-11-15,-0.0003071188898907,0.0240070634519318,0.0240070634519318,0.0026795137307074,1,0,0.6128371648063664,bear_risk_off
2015-11-16,-0.0004717536192484,-0.7160257455243423,0.7160257455243423,-0.0139381560327312,0,1,0.7250432786838805,bear_risk_off
2015-11-17,-0.000278552621499,0.1678951240146384,0.1678951240146384,9.365894743670756e-05,1,0,0.243027524910095,bear_risk_off
2015-11-18,-0.0003071188898907,0.0379120929684232,0.0379120929684232,0.0085709028407538,1,0,0.7844653340849197,bear_risk_off
2015-11-19,-0.0004735087805169,-0.7174078940634665,0.7174078940634665,-0.0014853103196479,0,1,0.4281494555322098,bear_risk_off
2015-11-20,8.246870378812913e-05,1.8255873439847237,1.8255873439847237,0.0,0,0,0.531417551711904,bear_neutral
2015-11-21,6.838138262387876e-05,1.7602512546340756,1.7602512546340756,0.0,0,0,0.5573173466689381,bear_neutral
2015-11-22,6.838138262387876e-05,1.7602512546340756,1.7602512546340756,-0.0089586029096779,0,0,0.5467202064085861,bear_neutral
2015-11-23,-0.0002797260747267,0.1726715543131982,0.1726715543131982,0.0070057730439745,1,0,0.4456852758205729,bear_risk_off
2015-11-24,-0.0004723353272892,-0.7036812207414133,0.7036812207414133,-0.0035435032538536,0,1,0.2356644422912218,bear_risk_off
2015-11-25,8.246870378812913e-05,1.861595031970636,1.861595031970636,0.0,0,0,0.5353061276469127,bear_neutral
2015-11-26,6.838138262387876e-05,1.7801537314936389,1.7801537314936389,-0.0134483141496343,0,0,0.4560164773166265,bear_neutral
2015-11-27,9.353339256614844e-05,1.8786703991510456,1.8786703991510456,0.0,0,0,0.3091771023284188,bear_neutral
2015-11-28,6.838138262387876e-05,1.7437211223964248,1.7437211223964248,0.0,0,0,0.4125469053385959,bear_neutral
2015-11-29,6.838138262387876e-05,1.733918469182543,1.733918469182543,0.0090482219574323,1,1,0.4045115667084417,bear_neutral
2015-11-30,-0.0004735087805169,-0.709027517976006,0.709027517976006,-0.0018782874680295,0,1,0.5941324437660285,bear_risk_off
2015-12-01,8.246870378812913e-05,1.7888485720973095,1.7888485720973095,-0.009065310429144,0,0,10.613951484099877,bear_neutral
2015-12-02,-0.0002797260747267,0.1550335573090391,0.1550335573090391,0.0070892119267675,1,0,2.2510328274536304,bear_risk_off
2015-12-03,-0.0004735087805169,-0.710584405924526,0.710584405924526,0.0212477003997998,1,0,2.284364807646254,bear_risk_off
2015-12-04,-0.0002444906039686,0.3114692983715266,0.3114692983715266,0.0,0,0,1.389399235995106,bear_neutral
2015-12-05,-2.4660194190706664e-05,1.296874078475272,1.296874078475272,0.0,0,0,1.4255657353263076,bear_neutral
2015-12-06,-9.722087380753526e-05,0.9703961336174122,0.9703961336174122,-0.0074968891176345,0,1,1.3489266774237385,bear_neutral
2015-12-07,-2.38362376909452e-05,1.297940167932121,1.297940167932121,-9.288335270281435e-05,0,1,1.166196998153922,bear_neutral
2015-12-08,-0.0005455463463945,-1.029015087586463,1.029015087586463,0.0012070450278473,1,0,1.291517520371242,bear_risk_off
2015-12-09,-0.0005779102519583,-1.165333594629449,1.165333594629449,-0.004184690256468,0,1,1.1599326279559652,bear_risk_off
2015-12-10,-0.0005423319018864,-1.0122941310982714,1.0122941310982714,0.0035349320530557,1,0,1.6125296884602376,bear_risk_off
2015-12-11,-0.0007081127495233,-1.7556931060512029,1.7556931060512029,0.0,0,0,0.1600291970420779,bear_risk_off
2015-12-12,-0.0005419257398966,-1.0079197309429015,1.0079197309429015,0.0,0,0,0.9784499836255276,bear_risk_off
2015-12-13,-0.0005419257398966,-1.011661784976433,1.011661784976433,-0.0113935423228211,0,1,0.9536371606674796,bear_risk_off
2015-12-14,-0.0004379028154616,-0.5484808462894681,0.5484808462894681,-0.0016919791789352,0,1,2.3152867081034603,bear_risk_off
2015-12-15,-0.0005423319018864,-1.0278280233025727,1.0278280233025727,0.014106428349672,1,0,1.2768754712416248,bear_risk_off
2015-12-16,-0.0007083156305228,-1.77660249065089,1.77660249065089,-0.0255556470264206,0,1,1.7704055917989274,bear_risk_off
2015-12-17,-0.0004379028154616,-0.5511429296226981,0.5511429296226981,0.0145490539885314,1,0,0.6986753268883544,bear_risk_off
2015-12-18,-0.0007083156305228,-1.7624141057928595,1.7624141057928595,0.0,0,0,0.542820979451323,bear_risk_off
2015-12-19,-0.0005419257398966,-1.0066989461609075,1.0066989461609075,0.0,0,0,1.0048468193461726,bear_risk_off
2015-12-20,-0.0005419257398966,-1.0003499614575355,1.0003499614575355,0.0146178974456705,1,0,0.9873086656100796,bear_risk_off
2015-12-21,-0.0007083156305228,-1.7358887736277278,1.7358887736277278,-0.0065841335455115,0,1,1.074546369435828,bear_risk_off
2015-12-22,-2.6618309030968955e-05,1.3020909809034331,1.3020909809034331,-0.0050368773740902,0,1,1.4205076867288042,bear_neutral
2015-12-23,-8.313355264328485e-05,1.0427910051638645,1.0427910051638645,0.0072672704920176,1,0,0.940161572787064,bear_neutral
2015-12-24,-0.0004100928604,-0.4148851864846418,0.4148851864846418,0.0,0,0,1.02940054137319,bear_neutral
2015-12-25,-9.722087380753526e-05,0.9741683180867492,0.9741683180867492,0.0,0,0,0.9908979387722188,bear_neutral
2015-12-26,-9.722087380753526e-05,0.9674511679137932,0.9674511679137932,0.0,0,0,0.9764559770298477,bear_neutral
2015-12-27,-9.722087380753526e-05,0.9600984079503736,0.9600984079503736,-0.0062392074194023,0,1,0.9646428060134268,bear_neutral
2015-12-28,-0.0004574504381148,-0.6578081768815445,0.6578081768815445,0.0065177139481654,1,0,1.0689252332591312,bear_risk_off
2015-12-29,-0.0004100928604,-0.4411885073759223,0.4411885073759223,-0.0162803223382247,0,1,1.5628856443300547,bear_neutral
2015-12-30,-0.0004379028154616,-0.5683605625847175,0.5683605625847175,0.0001887125054091,1,0,0.8722283032106709,bear_risk_off
2015-12-31,-0.0005419257398966,-1.029537722612485,1.029537722612485,0.0,0,0,0.4463670090596658,bear_risk_off
2016-01-01,-0.0005419257398966,-1.031428104507711,1.031428104507711,0.0,0,0,2.8607645168058164,bear_risk_off
2016-01-02,-0.0005419257398966,-1.0238873757710918,1.0238873757710918,0.0,0,0,1.19306700268974,bear_risk_off
2016-01-03,-0.0005419257398966,-1.0179868036814812,1.0179868036814812,0.0138617250225899,1,0,1.1585595476675268,bear_risk_off
2016-01-04,-0.0007083156305228,-1.7533122266023116,1.7533122266023116,0.0030648252455578,1,0,0.6073650091816871,bear_risk_off
2016-01-05,-0.0007092862027511,-1.7511229287122978,1.7511229287122978,0.0124408365868198,1,0,1.1237331311006111,bear_risk_off
2016-01-06,-0.0007083156305228,-1.7402943747484492,1.7402943747484492,0.0143664292870272,1,0,0.4297731872679467,bear_risk_off
2016-01-07,-0.0007083156305228,-1.7232340941495337,1.7232340941495337,-0.0089775275365705,0,1,0.6403738213295116,bear_risk_off
2016-01-08,-0.0004379028154616,-0.5189644302070219,0.5189644302070219,0.0,0,0,0.5912056978674026,bear_risk_off
2016-01-09,-9.722087380753526e-05,0.981058924743236,0.981058924743236,0.0,0,0,0.7723408748538643,sideways_risk_off
2016-01-10,-9.722087380753526e-05,0.975189573021352,0.975189573021352,-0.0011849328925688,0,1,0.755298516128189,sideways_risk_off
2016-01-11,-8.313355264328485e-05,1.03101250088953,1.03101250088953,-0.009990481444874,0,1,1.2668311797464349,sideways_risk_off
2016-01-12,-2.38362376909452e-05,1.282831621747891,1.282831621747891,0.0017486765497702,1,0,0.5119035968017126,sideways_risk_off
2016-01-13,-0.0001332053858692,0.7949340456612688,0.7949340456612688,-0.012584579750219,0,1,0.3386875876020583,sideways_risk_off
