Date,Market_State,pred_z,regime_weight,pred_z_weighted,raw_signal,signal,hold_day,position,y_next_log_return,strategy_ret,equity
2023-02-25,sideways_neutral,0.11794178516845352,0.6666666666666666,0.07862785677896901,0,0,0,-1.5916505473565817e-44,0.0,-1.1937379105174361e-47,1.0
2023-02-26,sideways_neutral,0.11404601755616908,0.6666666666666666,0.07603067837077938,0,0,0,-6.366602189426327e-45,0.0045231203426281,-7.676722133310679e-47,1.0
2023-02-27,sideways_risk_on,0.7254780278921589,0.0,0.0,0,0,0,-2.546640875770531e-45,0.0065279169370007,-4.347063092032976e-47,1.0
2023-02-28,sideways_risk_on,0.6629901813665324,0.0,0.0,0,0,0,-1.0186563503082126e-45,0.0048000567044418,-1.2988012872279033e-47,1.0
2023-03-01,sideways_risk_on,0.5854656366570782,0.0,0.0,0,0,0,-4.07462540123285e-46,-0.0022880545262331,2.0251443679063323e-48,1.0
2023-03-02,sideways_risk_on,0.6882740711802263,0.0,0.0,0,0,0,-1.6298501604931402e-46,0.0077148873302696,-3.265766350393586e-48,1.0
2023-03-03,sideways_risk_on,2.7232767715970105,0.0,0.0,0,0,0,-6.519400641972562e-47,0.0,-4.88955048147942e-50,1.0
2023-03-04,sideways_risk_on,0.40115257106611146,0.0,0.0,0,0,0,-2.6077602567890245e-47,0.0,-1.9558201925917686e-50,1.0
2023-03-05,sideways_risk_on,0.3966429772336898,0.0,0.0,0,0,0,-1.0431041027156098e-47,0.0001082763294452,-1.0646867857148952e-50,1.0
2023-03-06,sideways_risk_on,-0.2383678029649949,0.0,-0.0,0,0,0,-4.1724164108624396e-48,-0.0185706355760124,1.9058174928560316e-49,1.0
2023-03-07,sideways_risk_on,1.0433225085249425,0.0,0.0,0,0,0,-1.668966564344976e-48,-0.0006618171577099,1.5096518465603902e-51,1.0
2023-03-08,sideways_risk_on,-0.32053686913025253,0.0,-0.0,0,0,0,-6.6758662573799045e-49,0.0091159873460814,-1.5714968050905244e-50,1.0
2023-03-09,sideways_neutral,0.3858128760837449,0.6666666666666666,0.2572085840558299,0,0,0,-2.670346502951962e-49,0.0177177720535579,-1.2028423648550984e-50,1.0
2023-03-10,sideways_risk_off,4.719180053543476,0.0,0.0,0,0,0,-1.0681386011807849e-49,0.0,-8.011039508855885e-53,1.0
2023-03-11,sideways_risk_off,-0.16713727354073604,0.0,-0.0,0,0,0,-4.2725544047231396e-50,0.0,-3.204415803542355e-53,1.0
2023-03-12,sideways_risk_off,-0.17012960264957222,0.0,-0.0,0,0,0,-1.7090217618892558e-50,0.0263416940663232,-1.1382808733235553e-51,1.0
2023-03-13,bull_risk_off,3.9065359018051984,0.0,0.0,0,0,0,-6.836087047557024e-51,-0.0028811671054026,4.411270754205742e-53,1.0
2023-03-14,bull_neutral,-1.0065384302495508,0.6666666666666666,-0.6710256201663671,-1,0,0,-2.7344348190228095e-51,0.0106450730684118,-7.482147223753512e-53,1.0
2023-03-15,bull_risk_off,3.7893210744841044,0.0,0.0,0,0,0,-1.0937739276091239e-51,-0.0039525618586447,9.987692324912737e-54,1.0
2023-03-16,bull_neutral,-0.9558880953810274,0.6666666666666666,-0.6372587302540182,-1,0,0,-4.3750957104364956e-52,0.0261278226035236,-2.8906063327213187e-53,1.0
2023-03-17,bull_risk_off,3.6308949897758027,0.0,0.0,0,0,0,-1.7500382841745985e-52,0.0,-1.3125287131309485e-55,1.0
2023-03-18,bull_risk_off,-0.2987793824615221,0.0,-0.0,0,0,0,-7.000153136698394e-53,0.0,-5.250114852523795e-56,1.0
2023-03-19,bull_risk_off,-0.2970136841879999,0.0,-0.0,0,0,0,-2.800061254679358e-53,0.0047606582695218,-3.54253828591517e-55,1.0
2023-03-20,bull_neutral,-0.9455930244651207,0.6666666666666666,-0.6303953496434138,-1,0,0,-1.1200245018717433e-53,-0.0210361844300338,5.806258659242301e-55,1.0
2023-03-21,bull_neutral,0.7263163226573034,0.6666666666666666,0.4842108817715356,0,0,0,-4.4800980074869736e-54,0.0045305106780962,-5.410290316020833e-56,1.0
2023-03-22,bull_neutral,3.6407179717459406,0.6666666666666666,2.4271453144972934,1,0,0,-1.7920392029947895e-54,0.0238553660359815,-1.0821840724791923e-55,1.0
2023-03-23,bull_neutral,3.078514147368365,0.6666666666666666,2.052342764912243,1,1,1,0.6,-0.0058855135692097,-0.0003,0.9997
2023-03-24,bull_neutral,1.6969435344788653,0.6666666666666666,1.1312956896525768,1,1,2,0.84,0.0,-0.00012,0.999580036
2023-03-25,bull_neutral,0.6355131509750235,0.6666666666666666,0.42367543398334895,0,0,0,0.336,0.0,-0.000252,0.999328141830928
2023-03-26,bull_neutral,0.6331995867376738,0.6666666666666666,0.4221330578251159,0,0,0,0.13440000000000002,-0.0150974792900242,-0.005173553041448131,0.9941580646833539
2023-03-27,bull_risk_on,0.6989953540385706,0.0,0.0,0,0,0,0.05376000000000001,0.0101916902123328,0.0013294431645375286,0.995479741326917
2023-03-28,bull_risk_on,-0.10269361739135396,0.0,-0.0,0,0,0,0.021504000000000006,-0.0031992146113502,-0.00018811777750618678,0.9952924738904262
2023-03-29,bull_risk_on,-0.8640398748758563,0.0,-0.0,0,0,0,0.008601600000000003,0.0071965002000221,0.00014830234030127528,0.9954400780935884
2023-03-30,bull_risk_on,-0.020802135131076604,0.0,-0.0,0,0,0,0.0034406400000000013,-0.0057225734674346,-5.1803767937485465e-05,0.9953885105467871
2023-03-31,bull_risk_on,3.293246040741381,0.0,0.0,0,0,0,0.0013762560000000006,0.0,-1.0321920000000005e-06,0.9953874831147297
2023-04-01,bull_risk_on,-0.8898167500187854,0.0,-0.0,0,0,0,0.0005505024000000003,0.0,-4.1287680000000017e-07,0.9953870721423309
2023-04-02,bull_risk_on,0.22603820902227043,0.0,0.0,0,0,0,0.0002202009600000001,0.0075388168069847,3.984986025405417e-06,0.9953910387459033
2023-04-03,bull_risk_on,1.5741112034499567,0.0,0.0,0,0,0,8.808038400000005e-05,0.0191213869801526,4.144487481561105e-06,0.9953951641316027
2023-04-04,bull_risk_on,1.593449506398935,0.0,0.0,0,0,0,3.523215360000002e-05,-0.0006430348261634,-8.306286961384555e-08,0.995395081451224
2023-04-05,bull_risk_on,1.837904624775617,0.0,0.0,0,0,0,1.4092861440000008e-05,-0.0044634074758867,-1.678251038498286e-07,0.9953949143989411
2023-04-06,bull_risk_on,0.6686943167490131,0.0,0.0,0,0,0,5.637144576000003e-06,0.0,-4.2278584320000025e-09,0.9953949101905524
2023-04-07,bull_risk_on,-0.9388568592616224,0.0,-0.0,0,0,0,2.2548578304000015e-06,0.0,-1.691143372800001e-09,0.9953949085071969
2023-04-08,bull_risk_on,0.5712676484544725,0.0,0.0,0,0,0,9.019431321600007e-07,0.0,-6.764573491200004e-10,0.9953949078338548
2023-04-09,bull_risk_on,0.6027622281370435,0.0,0.0,0,0,0,3.607772528640003e-07,-0.0113972980789562,-1.0550297667142913e-08,0.9953948973321423
2023-04-10,bull_risk_on,1.7718412804223127,0.0,0.0,0,0,0,1.4431090114560013e-07,0.0078620665378877,2.728221591513906e-09,0.9953949000478002
2023-04-11,bull_risk_on,-0.08383810463531215,0.0,-0.0,0,0,0,5.772436045824006e-08,0.0030380653838317,3.951326829363261e-10,0.9953949004411131
2023-04-12,bull_risk_on,1.5544224956788957,0.0,0.0,0,0,0,2.3089744183296025e-08,0.0150044888168728,8.488072128193254e-10,0.9953949012860115
2023-04-13,bull_risk_on,-0.516186242818285,0.0,-0.0,0,0,0,9.23589767331841e-09,-0.0193403322715455,-4.5349024782491894e-10,0.9953949008346096
2023-04-14,bull_risk_on,0.6665054099120318,0.0,0.0,0,0,0,3.6943590693273643e-09,0.0,-2.7707693019955235e-12,0.9953949008318516
2023-04-15,bull_risk_on,0.20110026434180456,0.0,0.0,0,0,0,1.4777436277309457e-09,0.0,-1.1083077207982093e-12,0.9953949008307483
2023-04-16,bull_risk_on,0.19974718702882424,0.0,0.0,0,0,0,5.910974510923783e-10,-0.0040036086888678,-6.3596303162219216e-12,0.9953949008244181
2023-04-17,bull_risk_on,-0.879009858858813,0.0,-0.0,0,0,0,2.3643898043695135e-10,0.0065974215120278,3.722389804213944e-12,0.9953949008281233
2023-04-18,bull_risk_on,-0.9650161921783189,0.0,-0.0,0,0,0,9.457559217478055e-11,-0.0060960929686332,-1.5122857002835872e-12,0.9953949008266181
2023-04-19,bull_risk_on,0.5417675298323327,0.0,0.0,0,0,0,3.783023686991222e-11,0.0061956954593756,5.575888893526123e-13,0.9953949008271731
2023-04-20,bull_risk_on,1.488345353148844,0.0,0.0,0,0,0,1.513209474796489e-11,-0.0140956792800205,-5.445919570664629e-13,0.9953949008266311
2023-04-21,bull_risk_on,0.620918038836261,0.0,0.0,0,0,0,6.052837899185956e-12,0.0,-4.539628424389468e-15,0.9953949008266265
2023-04-22,bull_risk_on,-0.32734314622758315,0.0,-0.0,0,0,0,2.4211351596743825e-12,0.0,-1.8158513697557867e-15,0.9953949008266247
2023-04-23,bull_risk_on,0.033346978799931586,0.0,0.0,0,0,0,9.68454063869753e-13,0.0048379754990713,1.0987052034542428e-14,0.9953949008266356
2023-04-24,bull_risk_on,1.5161974814421038,0.0,0.0,0,0,0,3.873816255479012e-13,0.0024604084765271,2.0922563687113323e-15,0.9953949008266376
2023-04-25,bull_risk_on,3.296263816836663,0.0,0.0,0,0,0,1.549526502191605e-13,-0.0041711994052336,-1.7320604937482009e-15,0.9953949008266358
2023-04-26,bull_risk_on,0.16704168795952967,0.0,0.0,0,0,0,6.198106008766421e-14,0.0021129261439774,2.8091771066090146e-16,0.9953949008266361
2023-04-27,bull_risk_on,-0.9028173823613531,0.0,-0.0,0,0,0,2.4792424035065684e-14,0.0001004783920442,-1.2366560771495822e-17,0.9953949008266361
2023-04-28,bull_risk_on,0.6208928796215228,0.0,0.0,0,0,0,9.916969614026275e-15,0.0,-7.437727210519705e-18,0.9953949008266361
2023-04-29,bull_risk_on,0.5347206316373655,0.0,0.0,0,0,0,3.96678784561051e-15,0.0,-2.9750908842078827e-18,0.9953949008266361
2023-04-30,bull_risk_on,0.5544633999268072,0.0,0.0,0,0,0,1.586715138244204e-15,-0.0033723208001135,-1.4567317515072896e-17,0.9953949008266361
2023-05-01,bull_risk_on,-0.9262720217671118,0.0,-0.0,0,0,0,6.346860552976817e-16,0.0154592089579884,2.405334633744734e-17,0.9953949008266361
2023-05-02,bull_risk_on,3.1584944229069323,0.0,0.0,0,0,0,2.538744221190727e-16,0.0070741233006292,4.2994415957764586e-18,0.9953949008266361
2023-05-03,bull_risk_on,2.718702972240242,0.0,0.0,0,0,0,1.0154976884762908e-16,0.0095178190483224,2.34016848409103e-18,0.9953949008266361
2023-05-04,bull_risk_on,2.244357799412554,0.0,0.0,0,0,0,4.0619907539051634e-17,-0.0150541416421629,-1.5592095346153985e-18,0.9953949008266361
2023-05-05,bull_risk_on,0.5104535942808988,0.0,0.0,0,0,0,1.6247963015620654e-17,0.0,-1.218597226171549e-20,0.9953949008266361
2023-05-06,bull_risk_on,1.5941167277008128,0.0,0.0,0,0,0,6.499185206248262e-18,0.0,-4.8743889046861955e-21,0.9953949008266361
2023-05-07,bull_risk_on,1.5786500891224449,0.0,0.0,0,0,0,2.599674082499305e-18,0.0044019285360545,2.6659193258612998e-20,0.9953949008266361
2023-05-08,bull_risk_on,-0.9798913118515752,0.0,-0.0,0,0,0,1.039869632999722e-18,0.0048738075553715,1.1890408960038792e-20,0.9953949008266361
2023-05-09,bull_risk_on,0.19586616801917214,0.0,0.0,0,0,0,4.1594785319988885e-19,-0.0028032334823088,-3.2269582623609016e-21,0.9953949008266361
2023-05-10,bull_risk_on,2.409271757439099,0.0,0.0,0,0,0,1.6637914127995556e-19,-0.0078117915257279,-3.374082270731571e-21,0.9953949008266361
2023-05-11,bull_risk_on,2.8665388771395683,0.0,0.0,0,0,0,6.655165651198223e-20,-9.925096922262813e-05,-6.642703341445083e-23,0.9953949008266361
2023-05-12,bull_risk_on,-0.9467437057513135,0.0,-0.0,0,0,0,2.6620662604792894e-20,0.0,-1.996549695359467e-23,0.9953949008266361
2023-05-13,bull_risk_on,0.5881083278694034,0.0,0.0,0,0,0,1.0648265041917159e-20,0.0,-7.986198781437867e-24,0.9953949008266361
2023-05-14,bull_risk_on,0.8917693037523887,0.0,0.0,0,0,0,4.259306016766864e-21,0.0017358962821522,1.528980418506009e-23,0.9953949008266361
2023-05-15,bull_risk_on,0.19035337519806925,0.0,0.0,0,0,0,1.7037224067067458e-21,-0.0147766146230307,-6.421591537634995e-23,0.9953949008266361
2023-05-16,bull_risk_on,0.4491477561583911,0.0,0.0,0,0,0,6.814889626826984e-22,-0.0038800144660341,-7.12158430614063e-24,0.9953949008266361
2023-05-17,bull_risk_on,-0.9217602307008396,0.0,-0.0,0,0,0,2.7259558507307936e-22,-0.0122931301740222,-8.582079219222578e-24,0.9953949008266361
2023-05-18,bull_risk_on,0.44878568584035083,0.0,0.0,0,0,0,1.0903823402923176e-22,0.011282875984193,2.993883504696163e-24,0.9953949008266361
2023-05-19,bull_risk_on,-0.9848851648365008,0.0,-0.0,0,0,0,4.3615293611692704e-23,0.0,-3.2711470208769526e-26,0.9953949008266361
2023-05-20,bull_risk_on,-0.9549020902187358,0.0,-0.0,0,0,0,1.7446117444677082e-23,0.0,-1.308458808350781e-26,0.9953949008266361
2023-05-21,bull_risk_on,-0.9479140002780713,0.0,-0.0,0,0,0,6.978446977870833e-24,-0.0019728864373135,-3.9653043723784994e-26,0.9953949008266361
2023-05-22,sideways_risk_on,-0.4629740030659364,0.0,-0.0,0,0,0,2.7913787911483335e-24,-0.0012160646794585,-1.0579776980623883e-26,0.9953949008266361
2023-05-23,sideways_risk_on,0.5195596303156952,0.0,0.0,0,0,0,1.1165515164593335e-24,-0.0048790373378036,-1.4456654983310297e-26,0.9953949008266361
2023-05-24,sideways_neutral,-0.9049259526270731,0.6666666666666666,-0.6032839684180487,-1,0,0,4.466206065837335e-25,-0.0100874266745009,-1.159809700552411e-26,0.9953949008266361
2023-05-25,sideways_risk_on,0.5408270460625935,0.0,0.0,0,0,0,1.786482426334934e-25,0.0005145091759664,9.580421828789042e-29,0.9953949008266361
2023-05-26,sideways_risk_on,-0.419581566532394,0.0,-0.0,0,0,0,7.145929705339737e-26,0.0,-5.359447279004802e-29,0.9953949008266361
2023-05-27,sideways_risk_on,-0.4189563018213528,0.0,-0.0,0,0,0,2.8583718821358946e-26,0.0,-2.1437789116019212e-29,0.9953949008266361
2023-05-28,sideways_risk_on,-0.4178103183642363,0.0,-0.0,0,0,0,1.1433487528543578e-26,0.0,-8.575115646407684e-30,0.9953949008266361
2023-05-29,sideways_risk_on,-0.4166654844489866,0.0,-0.0,0,0,0,4.573395011417432e-27,0.0071244114089056,7.802682273337269e-29,0.9953949008266361
2023-05-30,sideways_risk_on,1.38859232585871,0.0,0.0,0,0,0,1.8293580045669728e-27,0.0030087602513031,1.2388230620435426e-29,0.9953949008266361
2023-05-31,sideways_risk_on,0.035077606880547826,0.0,0.0,0,0,0,7.317432018267891e-28,0.0071539288408986,1.2538289587830287e-29,0.9953949008266361
2023-06-01,sideways_risk_on,0.26320994825260513,0.0,0.0,0,0,0,2.9269728073071565e-28,-0.0130268358771021,-9.751821554930815e-30,0.9953949008266361
2023-06-02,sideways_risk_on,0.6903242162154317,0.0,0.0,0,0,0,1.1707891229228627e-28,0.0,-8.780918421921469e-32,0.9953949008266361
2023-06-03,sideways_risk_on,-0.4210565796159662,0.0,-0.0,0,0,0,4.683156491691451e-29,0.0,-3.512367368768588e-32,0.9953949008266361
2023-06-04,sideways_risk_on,-0.4196543782719647,0.0,-0.0,0,0,0,1.8732625966765806e-29,0.0028641467849002,1.2008300661355135e-31,0.9953949008266361
2023-06-05,sideways_risk_on,-0.4363477988675188,0.0,-0.0,0,0,0,7.493050386706323e-30,0.0038231217714593,6.599732238011643e-32,0.9953949008266361
2023-06-06,sideways_risk_on,-0.48109037270362287,0.0,-0.0,0,0,0,2.9972201546825292e-30,-0.0116679330398085,-8.967632529201247e-32,0.9953949008266361
2023-06-07,sideways_risk_on,0.5431121592848139,0.0,0.0,0,0,0,1.1988880618730117e-30,0.0107007781393424,3.1173421863618497e-32,0.9953949008266361
2023-06-08,sideways_risk_on,-0.4329791583354683,0.0,-0.0,0,0,0,4.7955522474920474e-31,-0.0007132432041288,-1.2147651812039774e-33,0.9953949008266361
2023-06-09,sideways_risk_on,-0.4503166787258678,0.0,-0.0,0,0,0,1.9182208989968191e-31,0.0,-1.438665674247614e-34,0.9953949008266361
2023-06-10,sideways_risk_on,-0.44895219313818546,0.0,-0.0,0,0,0,7.672883595987277e-32,0.0,-5.754662696990457e-35,0.9953949008266361
2023-06-11,sideways_risk_on,-0.44750103129074964,0.0,-0.0,0,0,0,3.069153438394911e-32,-0.0035226083649979,-2.9330429017676132e-34,0.9953949008266361
2023-06-12,sideways_risk_on,-0.42308818702910006,0.0,-0.0,0,0,0,1.2276613753579644e-32,-0.0054873713586351,-1.7762330704623147e-34,0.9953949008266361
2023-06-13,sideways_risk_on,0.5146387935782797,0.0,0.0,0,0,0,4.910645501431858e-33,0.0054873713586351,6.36833545663448e-35,0.9953949008266361
2023-06-14,sideways_risk_on,-0.46952701914802947,0.0,-0.0,0,0,0,1.9642582005727433e-33,0.0012777594631004,4.8014301089564084e-36,0.9953949008266361
2023-06-15,sideways_risk_on,2.130451459237415,0.0,0.0,0,0,0,7.857032802290973e-34,0.0003064067174864,1.2584447361413974e-38,0.9953949008266361
2023-06-16,sideways_risk_on,-0.4488968254822209,0.0,-0.0,0,0,0,3.1428131209163894e-34,0.0,-2.357109840687292e-37,0.9953949008266361
2023-06-17,sideways_risk_on,-0.44604199614952084,0.0,-0.0,0,0,0,1.2571252483665559e-34,0.0,-9.428439362749168e-38,0.9953949008266361
2023-06-18,sideways_risk_on,-0.4477843243096896,0.0,-0.0,0,0,0,5.028500993466224e-35,0.0,-3.7713757450996675e-38,0.9953949008266361
2023-06-19,sideways_risk_on,-0.4495307606319242,0.0,-0.0,0,0,0,2.0114003973864895e-35,-0.011762134555206,-6.065445559417664e-37,0.9953949008266361
2023-06-20,sideways_risk_on,0.5748625622246627,0.0,0.0,0,0,0,8.045601589545958e-36,-0.0011372783339821,-2.8909422121265876e-38,0.9953949008266361
2023-06-21,sideways_risk_on,-0.4100617105091398,0.0,-0.0,0,0,0,3.218240635818383e-36,-0.0107125819054685,-8.860284648364241e-38,0.9953949008266361
2023-06-22,sideways_risk_on,0.5685084241591734,0.0,0.0,0,0,0,1.2872962543273533e-36,0.0033404828400873,9.785005428477437e-39,0.9953949008266361
2023-06-23,sideways_risk_on,-0.48074890108214013,0.0,-0.0,0,0,0,5.149185017309413e-37,0.0,-3.86188876298206e-40,0.9953949008266361
2023-06-24,sideways_risk_on,-0.45518669164702835,0.0,-0.0,0,0,0,2.059674006923765e-37,0.0,-1.544755505192824e-40,0.9953949008266361
2023-06-25,sideways_risk_on,-0.45695218136068694,0.0,-0.0,0,0,0,8.238696027695061e-38,0.0023940758220488,4.313113539201429e-40,0.9953949008266361
2023-06-26,sideways_risk_on,-0.47995163048964556,0.0,-0.0,0,0,0,3.295478411078024e-38,-0.0050550964274886,-4.411901166507434e-40,0.9953949008266361
2023-06-27,sideways_risk_on,0.11188318963338076,0.0,0.0,0,0,0,1.3181913644312098e-38,-0.0008885613203767,-3.916878171543806e-41,0.9953949008266361
2023-06-28,sideways_risk_on,-0.4224517193527042,0.0,-0.0,0,0,0,5.2727654577248395e-39,-0.0016224512259816,-2.534158604629137e-41,0.9953949008266361
2023-06-29,sideways_risk_on,-0.4607005354896132,0.0,-0.0,0,0,0,2.109106183089936e-39,0.0062136456750132,3.1181266644433496e-41,0.9953949008266361
2023-06-30,sideways_risk_on,-0.4470332946370759,0.0,-0.0,0,0,0,8.436424732359744e-40,0.0,-6.3273185492698085e-43,0.9953949008266361
2023-07-01,sideways_risk_on,0.057278989961162666,0.0,0.0,0,0,0,3.3745698929438977e-40,0.0,-2.5309274197079234e-43,0.9953949008266361
2023-07-02,sideways_risk_on,0.05426697661529954,0.0,0.0,0,0,0,1.349827957177559e-40,0.0003122592985702,4.1369859863606993e-45,0.9953949008266361
2023-07-03,sideways_risk_on,-0.47159365477742277,0.0,-0.0,0,0,0,5.399311828710237e-41,0.0,-4.049483871532677e-44,0.9953949008266361
2023-07-04,sideways_risk_on,-0.47310231649240464,0.0,-0.0,0,0,0,2.159724731484095e-41,-0.0010933669586386,-7.5232227015114e-44,0.9953949008266361
2023-07-05,sideways_risk_on,-0.47408150089444445,0.0,-0.0,0,0,0,8.63889892593638e-42,-0.0056944621175625,-1.2946388087244249e-43,0.9953949008266361
2023-07-06,sideways_risk_on,0.4849030765968855,0.0,0.0,0,0,0,3.4555595703745524e-42,0.0091267683241529,7.625355939501375e-44,0.9953949008266361
2023-07-07,sideways_risk_on,-0.5078898522163988,0.0,-0.0,0,0,0,1.382223828149821e-42,0.0,-1.0366678711123656e-45,0.9953949008266361
2023-07-08,sideways_risk_on,-0.47637404944186396,0.0,-0.0,0,0,0,5.528895312599285e-43,0.0,-4.1466714844494636e-46,0.9953949008266361
2023-07-09,sideways_risk_on,-0.47724607810368375,0.0,-0.0,0,0,0,2.211558125039714e-43,-0.0006231569661914,-5.104038223169008e-46,0.9953949008266361
2023-07-10,sideways_risk_on,-0.4355885197598897,0.0,-0.0,0,0,0,8.846232500158856e-44,0.0032674089281801,6.562597325432089e-46,0.9953949008266361
2023-07-11,sideways_risk_on,-0.5011740724758327,0.0,-0.0,0,0,0,3.538493000063543e-44,0.0128104141577639,1.106700323128585e-45,0.9953949008266361
2023-07-12,sideways_risk_on,1.8062809716665953,0.0,0.0,0,0,0,1.4153972000254172e-44,0.0015324108199206,4.360877059491615e-47,0.9953949008266361
2023-07-13,sideways_risk_on,2.0539560602123355,0.0,0.0,0,0,0,5.661588800101669e-45,0.0004592784592065,2.2544228518524278e-48,0.9953949008266361
2023-07-14,sideways_risk_on,-0.4914902308233219,0.0,-0.0,0,0,0,2.2646355200406677e-45,0.0,-1.6984766400305007e-48,0.9953949008266361
2023-07-15,sideways_risk_on,-0.4939055846266148,0.0,-0.0,0,0,0,9.058542080162672e-46,0.0,-6.793906560122003e-49,0.9953949008266361
2023-07-16,bull_risk_on,-0.9895088942270652,0.0,-0.0,0,0,0,3.623416832065069e-46,-0.0039360827814006,-3.837273413036987e-48,0.9953949008266361
2023-07-17,bull_risk_on,-0.9642477541939652,0.0,-0.0,0,0,0,1.4493667328260279e-46,0.0126222803447279,4.464875801051164e-48,0.9953949008266361
2023-07-18,bull_risk_on,-1.0135543057229701,0.0,-0.0,0,0,0,5.797466931304112e-47,0.0001517429915256,-2.1487877599110184e-50,0.9953949008266361
2023-07-19,bull_risk_on,-0.985540814668291,0.0,-0.0,0,0,0,2.318986772521645e-47,-0.0046631697282886,-2.8773812374202777e-49,0.9953949008266361
2023-07-20,bull_risk_on,-0.19151341135829256,0.0,-0.0,0,0,0,9.27594709008658e-48,-0.0020342782280169,-5.413160334156456e-50,0.9953949008266361
2023-07-21,bull_risk_on,-0.993408686192912,0.0,-0.0,0,0,0,3.7103788360346327e-48,0.0,-2.782784127025974e-51,0.9953949008266361
2023-07-22,bull_risk_on,-0.989459003979568,0.0,-0.0,0,0,0,1.484151534413853e-48,0.0,-1.1131136508103899e-51,0.9953949008266361
2023-07-23,bull_risk_on,-0.984666822295231,0.0,-0.0,0,0,0,5.936606137655413e-49,-0.002038424952951,-3.470576982033868e-51,0.9953949008266361
2023-07-24,bull_risk_on,-0.980115856345457,0.0,-0.0,0,0,0,2.374642455062165e-49,0.000917768261711,3.667446854122238e-52,0.9953949008266361
2023-07-25,bull_risk_on,-0.9760169685643154,0.0,-0.0,0,0,0,9.498569820248661e-50,0.0034597073430708,7.503175202427596e-52,0.9953949008266361
2023-07-26,bull_risk_on,-1.002506963350313,0.0,-0.0,0,0,0,3.7994279280994647e-50,-0.0120073995651997,-1.1690269407574736e-51,0.9953949008266361
2023-07-27,bull_risk_on,0.47950464271576554,0.0,0.0,0,0,0,1.5197711712397859e-50,0.0076809225056575,2.8043283103132982e-52,0.9953949008266361
2023-07-28,bull_risk_on,-0.9559348688410214,0.0,-0.0,0,0,0,6.079084684959143e-51,0.0,-4.559313513719358e-54,0.9953949008266361
2023-07-29,bull_risk_on,-0.9245151668972884,0.0,-0.0,0,0,0,2.4316338739836574e-51,0.0,-1.823725405487743e-54,0.9953949008266361
2023-07-30,bull_risk_on,-0.9202519592123278,0.0,-0.0,0,0,0,9.72653549593463e-52,0.0051387713572665,1.17661203407911e-53,0.9953949008266361
2023-07-31,bull_risk_on,-0.9431753666500594,0.0,-0.0,0,0,0,3.8906141983738524e-52,-0.0152386101656308,-1.5113684333349868e-53,0.9953949008266361
2023-08-01,bull_risk_on,0.4904604293432295,0.0,0.0,0,0,0,1.556245679349541e-52,-0.0017018270894068,-7.7883368967355e-55,0.9953949008266361
2023-08-02,bull_risk_on,-0.9112610648623692,0.0,-0.0,0,0,0,6.224982717398164e-53,-0.0027911446075573,-4.81058043975568e-55,0.9953949008266361
2023-08-03,bull_risk_on,-0.9497930631672492,0.0,-0.0,0,0,0,2.4899930869592657e-53,0.0039260180850484,2.2571899912399475e-55,0.9953949008266361
2023-08-04,bull_neutral,1.4256613146944284,0.6666666666666666,0.9504408764629522,1,0,0,9.959972347837064e-54,0.0,-7.469979260877797e-57,0.9953949008266361
2023-08-05,sideways_neutral,-0.9017958624768754,0.6666666666666666,-0.6011972416512502,-1,0,0,3.9839889391348255e-54,0.0,-2.987991704351119e-57,0.9953949008266361
2023-08-06,sideways_neutral,-0.8978859298630854,0.6666666666666666,-0.5985906199087235,0,0,0,1.5935955756539305e-54,-0.00314992181016,-1.3744450332557435e-56,0.9953949008266361
2023-08-07,sideways_risk_on,-0.3825742067566575,0.0,-0.0,0,0,0,6.374382302615722e-55,-0.0048735185937453,-8.244496341555854e-57,0.9953949008266361
2023-08-08,sideways_risk_on,0.4877948121952071,0.0,0.0,0,0,0,2.5497529210462888e-55,-0.0045318228360676,-3.079988597560382e-57,0.9953949008266361
2023-08-09,sideways_risk_on,-0.014380762016488934,0.0,-0.0,0,0,0,1.0199011684185156e-55,-0.0005222204868101,-2.096459087988154e-58,0.9953949008266361
2023-08-10,sideways_risk_on,-0.4427040582826594,0.0,-0.0,0,0,0,4.079604673674062e-56,-0.0007838424257251,-1.1054121563785878e-58,0.9953949008266361
2023-08-11,sideways_risk_on,-0.4423238642727164,0.0,-0.0,0,0,0,1.631841869469625e-56,0.0,-1.2238814021022187e-59,0.9953949008266361
2023-08-12,sideways_risk_on,-0.44124746310067,0.0,-0.0,0,0,0,6.5273674778785e-57,0.0,-4.895525608408875e-60,0.9953949008266361
2023-08-13,sideways_risk_on,-0.4401721477467736,0.0,-0.0,0,0,0,2.6109469911514004e-57,-0.0012031114305944,-9.811360667689313e-60,0.9953949008266361
2023-08-14,sideways_risk_on,-0.4390979136755376,0.0,-0.0,0,0,0,1.0443787964605602e-57,-0.004248505538568,-1.1875906850159597e-59,0.9953949008266361
2023-08-15,sideways_risk_on,-0.26682939617572365,0.0,-0.0,0,0,0,4.177515185842241e-58,-0.0033696783532432,-3.832534261957504e-60,0.9953949008266361
2023-08-16,sideways_risk_on,-0.41099068423901314,0.0,-0.0,0,0,0,1.6710060743368965e-58,-0.0063488918368202,-2.7775846617338896e-60,0.9953949008266361
2023-08-17,sideways_neutral,0.4885523734456354,0.6666666666666666,0.32570158229709023,0,0,0,6.6840242973475865e-59,0.0010609517866776,1.2715550578157839e-61,0.9953949008266361
