Date,Market_State,pred_z,regime_weight,pred_z_weighted,raw_signal,signal,hold_day,position,y_next_log_return,strategy_ret,equity
2023-01-25,bull_risk_on,-0.9656101858315395,0.0,-0.0,0,0,0,-3.451341962563492e-32,-0.0062527528361337,5.136246414029269e-34,1.0
2023-01-26,bull_risk_on,0.7860791916898514,0.0,0.0,0,0,0,-1.3805367850253967e-32,-0.0002592218207849,-1.4073944108200893e-36,1.0
2023-01-27,bull_risk_on,-0.8847994354885262,0.0,-0.0,0,0,0,-5.522147140101587e-33,0.0,-4.1416103550761905e-36,1.0
2023-01-28,bull_risk_on,-0.878189279735298,0.0,-0.0,0,0,0,-2.208858856040635e-33,0.0,-1.656644142030476e-36,1.0
2023-01-29,bull_risk_on,-0.8716207013610748,0.0,-0.0,0,0,0,-8.83543542416254e-34,-0.0029598629943341,5.875261930889638e-36,1.0
2023-01-30,bull_risk_on,-0.8650928368877722,0.0,-0.0,0,0,0,-3.534174169665016e-34,0.0034264263399837,-3.292459928982434e-36,1.0
2023-01-31,bull_risk_on,-0.885528364186376,0.0,-0.0,0,0,0,-1.4136696678660065e-34,-0.0008814202102315,2.054840288721371e-37,1.0
2023-02-01,bull_risk_on,1.513311353715581,0.0,0.0,0,0,0,-5.654678671464026e-35,-0.0059832127228836,8.034185442370722e-37,1.0
2023-02-02,bull_risk_on,0.8618340615311952,0.0,0.0,0,0,0,-2.2618714685856106e-35,-0.0282618428657562,1.5811523646782014e-36,1.0
2023-02-03,bull_risk_on,0.899479830721461,0.0,0.0,0,0,0,-9.047485874342442e-36,0.0,-6.785614405756832e-39,1.0
2023-02-04,bull_risk_on,-0.7860823910384932,0.0,-0.0,0,0,0,-3.6189943497369775e-36,0.0,-2.7142457623027326e-39,1.0
2023-02-05,bull_risk_on,-0.7827612986836869,0.0,-0.0,0,0,0,-1.4475977398947911e-36,0.0017698253645551,-7.490686299267186e-39,1.0
2023-02-06,bull_risk_on,-0.8474454442502356,0.0,-0.0,0,0,0,-5.7903909595791645e-37,0.0029428310620837,-4.694314916332989e-39,1.0
2023-02-07,bull_risk_on,-0.8586148767953564,0.0,-0.0,0,0,0,-2.316156383831666e-37,0.0030407710810873,-1.9344370665951416e-39,1.0
2023-02-08,bull_risk_on,-0.17540630817012376,0.0,-0.0,0,0,0,-9.264625535326664e-38,-0.0059836021431711,1.3164111387065082e-39,1.0
2023-02-09,bull_risk_on,0.874563592037611,0.0,0.0,0,0,0,-3.705850214130666e-38,-0.0018234931306475,1.411459336109159e-40,1.0
2023-02-10,bull_risk_on,-0.8385527411479329,0.0,-0.0,0,0,0,-1.4823400856522664e-38,0.0,-1.1117550642391997e-41,1.0
2023-02-11,sideways_risk_on,-0.21022281146059144,0.0,-0.0,0,0,0,-5.929360342609066e-39,0.0,-4.447020256956799e-42,1.0
2023-02-12,sideways_risk_on,-0.2130031965750866,0.0,-0.0,0,0,0,-2.3717441370436264e-39,-0.0058686063850868,3.30182738633333e-41,1.0
2023-02-13,sideways_risk_on,1.039176113168964,0.0,0.0,0,0,0,-9.486976548174506e-40,0.0011333150981776,-3.3994566806388324e-42,1.0
2023-02-14,sideways_risk_on,-0.16921289318542948,0.0,-0.0,0,0,0,-3.794790619269803e-40,-0.0107370747156009,9.901628305845084e-42,1.0
2023-02-15,sideways_risk_on,1.1747081593682331,0.0,0.0,0,0,0,-1.5179162477079212e-40,0.0042435454050527,-1.7241803481320404e-42,1.0
2023-02-16,sideways_risk_on,-0.21328814845780636,0.0,-0.0,0,0,0,-6.071664990831685e-41,-0.0008689854932953,8.636723249830423e-44,1.0
2023-02-17,sideways_risk_on,-0.18178817856467824,0.0,-0.0,0,0,0,-2.428665996332674e-41,0.0,-1.8214994972495057e-44,1.0
2023-02-18,sideways_risk_on,-0.18520573248397873,0.0,-0.0,0,0,0,-9.714663985330697e-42,0.0,-7.285997988998022e-45,1.0
2023-02-19,sideways_risk_on,-0.18847836321874703,0.0,-0.0,0,0,0,-3.885865594132279e-42,0.0,-2.9143991955992094e-45,1.0
2023-02-20,sideways_risk_on,0.413324003052447,0.0,0.0,0,0,0,-1.5543462376529117e-42,-0.0040289834822517,1.4490328614769458e-44,1.0
2023-02-21,sideways_neutral,-0.12186162527696806,0.6666666666666666,-0.08124108351797871,0,0,0,-6.217384950611647e-43,-0.0005457026056294,3.819069206415751e-46,1.0
2023-02-22,sideways_neutral,-0.20094530329645613,0.6666666666666666,-0.13396353553097073,0,0,0,-2.4869539802446587e-43,-0.0076712704966514,4.583002625276805e-45,1.0
2023-02-23,sideways_risk_on,1.2476671483489392,0.0,0.0,0,0,0,-9.947815920978634e-44,-0.0050733266838812,1.1871043795486388e-45,1.0
2023-02-24,sideways_neutral,0.31921566267902446,0.6666666666666666,0.2128104417860163,0,0,0,-3.979126368391454e-44,0.0,-2.98434477629359e-47,1.0
