Date,actual_return,prediction_value,abs_prediction,Bull_Trend,Macro_Fast,win_probability,signal,is_correct
2026-01-23,0.0205856563735352,-0.0001355995413677,0.0001355995413677,0.1523657038937663,-0.6869807201479714,0.496338830148033,NO SIGNAL,0
2026-01-26,3.931395514705028e-05,-6.39624527054734e-05,6.39624527054734e-05,0.1554708733178054,-0.6646551283378417,0.48027987333182803,NO SIGNAL,0
2026-01-27,0.0427171230788089,0.0001158244667554,0.0001158244667554,0.1583269651631978,-0.6661413054575306,0.48781468611041134,NO SIGNAL,1
2026-01-28,0.0031638076649501,0.0002943015672312,0.0002943015672312,0.1625318542998986,-0.4466505078559759,0.4564925643449475,NO SIGNAL,1
2026-01-29,-0.1206569177115754,-0.0002178399615231,0.0002178399615231,0.1665349200470294,-0.7962375724830371,0.4522073012985396,NO SIGNAL,1
2026-01-30,-0.0195798858862585,0.0001192714121917,0.0001192714121917,0.1659393535453863,-0.6087147019622657,0.5635896410569575,BUY,0
2026-02-02,0.0590543777617591,1.6793524960586892e-05,1.6793524960586892e-05,0.1646488521411359,-0.0583520665663157,0.5659297876551979,BUY,1
2026-02-03,0.0033997461243729,-0.0006695973344451,0.0006695973344451,0.1653398365495055,-0.5599023092507699,0.5288883673359468,NO SIGNAL,0
2026-02-04,-0.012063365980342,-0.0003713929888254,0.0003713929888254,0.1660307388185104,-0.3120104573705488,0.5240328828679096,NO SIGNAL,1
2026-02-05,0.0183035687055886,0.0014247155850773,0.0014247155850773,0.1661883930062501,-1.1540235809324448,0.6073360653285049,BUY,1
2026-02-06,0.0199364150051939,-0.0007284001722704,0.0007284001722704,0.166887577591996,-0.5244131481662326,0.5282086533785016,NO SIGNAL,0
2026-02-09,-0.0093688411482088,-0.0004139777258733,0.0004139777258733,0.168164757756718,-0.7014433156990847,0.5178074205531378,NO SIGNAL,1
2026-02-10,0.0134587841796602,0.0014322276860015,0.0014322276860015,0.1689608101624174,-0.876749545231833,0.5900705530657633,BUY,1
2026-02-11,-0.0295960488695587,-0.000794997286613,0.000794997286613,0.1701020928252946,-0.2407365660841296,0.5150864541718196,NO SIGNAL,1
2026-02-12,0.0197679406777852,0.0014165372243395,0.0014165372243395,0.1700721913040414,-1.1028116662049858,0.6096864014864296,BUY,1
2026-02-16,-0.028088975078812,-0.0004666475322799,0.0004666475322799,0.1710968269081356,-0.7664977824984615,0.5372477442700567,NO SIGNAL,1
2026-02-17,0.0209949752032044,0.0001494761861581,0.0001494761861581,0.1704872762900812,-0.4035954269878302,0.5554104219788739,BUY,1
2026-02-18,-0.0021280217137131,-0.0007463200629742,0.0007463200629742,0.1705403221007907,-0.5463083727872973,0.5423145525506967,NO SIGNAL,1
2026-02-19,0.016621856057854,-0.0008222402408733,0.0008222402408733,0.1704355435954754,-0.7237205809242084,0.5488854510944653,NO SIGNAL,0
2026-02-20,0.0283340058405059,-0.0009184883461011,0.0009184883461011,0.1708239981973637,-0.5841493329534735,0.539642386319615,NO SIGNAL,0
2026-02-23,-0.0094398443614318,0.0009938198174374,0.0009938198174374,0.1720982828816816,-1.023550885635613,0.5717567110830566,BUY,0
2026-02-24,0.0097663626026182,2.0361124945671797e-05,2.0361124945671797e-05,0.1728856254317181,-0.5967812369998936,0.5339883780963406,NO SIGNAL,1
2026-02-25,-0.005759467061588,-0.0008396431152391,0.0008396431152391,0.1738873917916001,-0.7299114768929578,0.5374271592607175,NO SIGNAL,1
2026-02-26,0.0103777235776477,0.0015884835542451,0.0015884835542451,0.1745468059762863,-1.0892425208844296,0.6165787558968867,BUY,1
2026-02-27,0.0121427639383351,0.0009368925443164,0.0009368925443164,0.1754476663263877,-1.083565017235491,0.5865226838987077,BUY,1
2026-03-02,-0.0359591903930027,-0.0007378290712189,0.0007378290712189,0.1766408519141968,-0.1889009748950669,0.5336686385392634,NO SIGNAL,1
2026-03-03,0.0025030895869677,-0.0001430318694647,0.0001430318694647,0.1764310631527236,-0.4783478064121441,0.5551967557388847,BUY,0
2026-03-04,-0.0107802115364093,-0.0008763210372819,0.0008763210372819,0.1762325991202357,-0.2654213326573813,0.5540252551813883,BUY,1
2026-03-05,0.0158258378189079,0.0005678328747422,0.0005678328747422,0.1755942043374755,-0.3685954900741091,0.5814837957616039,BUY,1
2026-03-06,-0.0106666825868943,-0.0007274522743219,0.0007274522743219,0.1754425491100838,-0.8023456015336851,0.5624436687992097,BUY,1
2026-03-09,0.0267814697721364,-0.0001502854376462,0.0001502854376462,0.1748524254526229,-0.6859055115064862,0.5638773863473348,BUY,0
